Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,12,19,5,NA,1747,NA,2040,EV,5244,N758EV,NA,173,NA,NA,NA,PVD,ATL,903,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,3,9,7,1410,1359,1534,1529,EV,4248,N873AS,84,90,60,5,11,FAY,ATL,331,13,11,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,659,650,808,805,WN,432,N622SW,69,75,59,3,9,DAL,MSY,437,3,7,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1707,1710,1746,1800,MQ,3904,N852AE,39,50,25,-14,-3,ORD,CMI,135,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1139,1145,1316,1326,US,1999,N118US,97,101,79,-10,-6,TPA,CLT,508,6,12,0,,0,NA,NA,NA,NA,NA
2008,11,23,7,2128,1940,2246,2105,AA,383,N502AA,138,145,122,101,108,DFW,TUS,813,6,10,0,,0,101,0,0,0,0
2008,3,17,1,901,900,1136,1145,UA,606,N928UA,95,105,76,-9,1,ORD,DCA,612,2,17,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,NA,710,NA,700,MQ,4152,,NA,50,NA,NA,NA,GRR,ORD,137,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,4,27,7,850,855,1121,1131,CO,568,N57869,331,336,301,-10,-5,EWR,LAS,2227,10,20,0,,0,NA,NA,NA,NA,NA
2008,7,29,2,1116,1120,1215,1220,WN,3603,N550WN,59,60,44,-5,-4,BWI,ISP,220,5,10,0,,0,NA,NA,NA,NA,NA
2008,7,2,3,955,956,1200,1208,DL,1008,N962DL,125,132,96,-8,-1,ATL,PHL,665,8,21,0,,0,NA,NA,NA,NA,NA
2008,11,2,7,914,920,1028,1045,MQ,3173,N824MQ,74,85,50,-17,-6,SJC,LAX,308,11,13,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1959,1959,2242,2224,FL,957,N924AT,163,145,147,18,0,BWI,FLL,925,5,11,0,,0,0,0,18,0,0
2008,1,14,1,1101,1105,1420,1417,DL,1862,N929DL,199,192,165,3,-4,JFK,FLL,1069,8,26,0,,0,NA,NA,NA,NA,NA
2008,12,31,3,713,714,903,909,XE,2056,N14162,110,115,92,-6,-1,IAH,MCI,643,3,15,0,,0,NA,NA,NA,NA,NA
2008,9,27,6,1855,1900,1937,1942,NW,804,N591NW,42,42,21,-5,-5,OGG,KOA,84,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,1634,1440,1757,1610,WN,1018,N790SW,83,90,62,107,114,SFO,LAS,414,6,15,0,,0,0,0,0,0,107
2008,9,19,5,1750,1735,1957,2007,NW,579,N351NW,187,212,176,-10,15,MCO,MSP,1310,2,9,0,,0,NA,NA,NA,NA,NA
2008,12,10,3,NA,1640,NA,1802,XE,2654,,NA,82,NA,NA,NA,RIC,EWR,278,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,6,15,7,1351,1215,1659,1534,EV,4635,N681BR,128,139,113,85,96,GRK,ATL,803,8,7,0,,0,85,0,0,0,0
2008,8,16,6,1757,1800,1958,2024,US,751,N923UW,301,324,275,-26,-3,PHL,LAS,2176,4,22,0,,0,NA,NA,NA,NA,NA
2008,2,8,5,821,800,947,910,MQ,4725,N718AE,86,70,70,37,21,STL,BNA,271,3,13,0,,0,0,0,16,0,21
2008,3,3,1,802,805,933,950,WN,2636,N781WN,151,165,134,-17,-3,TPA,MDW,997,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1240,1145,1413,1329,US,1999,N424US,93,104,78,44,55,TPA,CLT,508,7,8,0,,0,2,0,0,0,42
2008,3,11,2,1444,1450,1629,1644,DL,634,N632DL,105,114,81,-15,-6,PBI,ATL,545,7,17,0,,0,NA,NA,NA,NA,NA
2008,9,10,3,1649,1700,1902,1909,AS,329,N706AS,133,129,108,-7,-11,SJC,SEA,697,6,19,0,,0,NA,NA,NA,NA,NA
2008,11,8,6,2222,2215,2241,2242,YV,2665,N920FJ,79,87,61,-1,7,CLT,BNA,329,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,27,7,1442,1400,1744,1714,OO,6617,N710SK,122,134,100,30,42,BUR,DEN,850,10,12,0,,0,30,0,0,0,0
2008,7,10,4,1930,1935,2208,2213,XE,7796,N17169,158,158,131,-5,-5,LAX,SEA,954,8,19,0,,0,NA,NA,NA,NA,NA
2008,8,7,4,905,910,1144,1201,CO,585,N79279,159,171,144,-17,-5,CLE,FLL,1062,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2106,2109,2249,2259,9E,2945,87949E,103,110,76,-10,-3,DTW,HPN,505,11,16,0,,0,NA,NA,NA,NA,NA
2008,5,11,7,2013,2000,2042,2020,WN,1483,N693SW,149,140,135,22,13,AUS,PHX,872,5,9,0,,0,10,0,9,0,3
2008,5,14,3,1532,1525,1758,1803,XE,424,N11191,146,158,133,-5,7,GEG,SAN,1027,4,9,0,,0,NA,NA,NA,NA,NA
2008,5,20,2,630,635,848,855,MQ,3592,N509AE,198,200,174,-7,-5,ROC,DFW,1266,15,9,0,,0,NA,NA,NA,NA,NA
2008,12,12,5,622,615,658,655,WN,2623,N515SW,96,100,75,3,7,IND,MCI,451,5,16,0,,0,NA,NA,NA,NA,NA
2008,5,3,6,1806,1759,1921,1911,EV,4471,N900EV,75,72,42,10,7,CLT,ATL,227,12,21,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,937,940,1100,1058,9E,5797,80009E,83,78,52,2,-3,MEM,MOB,317,2,29,0,,0,NA,NA,NA,NA,NA
2008,5,20,2,1155,1155,1400,1354,EV,4226,N632AS,65,59,43,6,0,MGM,ATL,147,15,7,0,,0,NA,NA,NA,NA,NA
2008,10,4,6,708,713,850,906,YV,7085,N47202,42,53,32,-16,-5,ORD,FWA,157,2,8,0,,0,NA,NA,NA,NA,NA
2008,4,16,3,1601,1510,1711,1611,NW,285,N759NW,130,121,87,60,51,DTW,MEM,610,8,35,0,,0,51,0,9,0,0
2008,11,18,2,742,745,1317,1315,WN,2424,N706SW,215,210,195,2,-3,LAS,MDW,1521,7,13,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1141,1050,1411,1308,EV,4799,N903EV,90,78,58,63,51,JAN,ATL,341,15,17,0,,0,51,0,12,0,0
2008,10,26,7,1355,1357,1642,1645,OO,5868,N908SW,107,108,76,-3,-2,ORD,AVP,631,5,26,0,,0,NA,NA,NA,NA,NA
2008,8,26,2,1135,1145,1310,1323,CO,1849,N76254,155,158,134,-13,-10,FLL,IAH,965,6,15,0,,0,NA,NA,NA,NA,NA
2008,5,13,2,1302,1250,1802,1801,CO,596,N57857,180,191,149,1,12,LAS,IAH,1222,12,19,0,,0,NA,NA,NA,NA,NA
2008,2,11,1,756,800,1301,1305,AA,1390,N445AA,185,185,162,-4,-4,LAX,DFW,1235,11,12,0,,0,NA,NA,NA,NA,NA
2008,5,23,5,1246,1246,1356,1355,EV,4499,N633AS,70,69,46,1,0,ATL,AVL,164,6,18,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,1222,1225,1431,1425,B6,1124,N290JB,129,120,99,6,-3,FLL,CLT,631,4,26,0,,0,NA,NA,NA,NA,NA
2008,11,19,3,1558,1605,2011,2020,WN,2235,N478WN,193,195,178,-9,-7,PHX,BNA,1448,6,9,0,,0,NA,NA,NA,NA,NA
2008,12,15,1,1921,1922,2052,2028,9E,2493,89149E,151,126,99,24,-1,SDF,MSP,603,9,43,0,,0,0,0,24,0,0
2008,5,19,1,1136,1141,1417,1434,FL,383,N963AT,101,113,85,-17,-5,MLI,ATL,633,8,8,0,,0,NA,NA,NA,NA,NA
2008,8,23,6,1001,1005,1137,1148,XE,7676,N16170,96,103,68,-11,-4,SLC,ABQ,493,6,22,0,,0,NA,NA,NA,NA,NA
2008,3,4,2,1550,1550,1657,1710,WN,26,N736SA,67,80,59,-13,0,MCI,MDW,405,3,5,0,,0,NA,NA,NA,NA,NA
2008,6,5,4,NA,1530,NA,1650,US,1657,,NA,80,NA,NA,NA,DCA,CLT,331,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,10,7,2,832,835,1136,1150,WN,759,N421LV,184,195,166,-14,-3,PHX,SEA,1107,7,11,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,723,725,1050,1050,WN,1946,N745SW,147,145,131,0,-2,SJC,DEN,948,7,9,0,,0,NA,NA,NA,NA,NA
2008,9,3,3,2154,2200,532,545,AA,74,N3CRAA,278,285,257,-13,-6,LAX,IAD,2288,8,13,0,,0,NA,NA,NA,NA,NA
2008,9,28,7,1728,1720,1917,1935,WN,1778,N682SW,109,135,93,-18,8,PHX,SFO,651,6,10,0,,0,NA,NA,NA,NA,NA
2008,3,19,3,2022,1950,2049,2020,WN,2626,N642WN,87,90,72,29,32,JAX,BNA,484,6,9,0,,0,0,0,0,0,29
2008,6,28,6,1131,1125,2000,1933,B6,302,N566JB,329,308,298,27,6,OAK,IAD,2408,7,24,0,,0,0,0,27,0,0
2008,11,4,2,1945,1950,2030,2048,FL,811,N986AT,105,118,90,-18,-5,BWI,MKE,641,5,10,0,,0,NA,NA,NA,NA,NA
2008,10,7,2,1920,1920,2020,2025,WN,106,N675AA,60,65,49,-5,0,PHX,SAN,304,2,9,0,,0,NA,NA,NA,NA,NA
2008,7,26,6,1550,1555,1637,1649,F9,198,N947FR,167,174,152,-12,-5,DAY,DEN,1084,7,8,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,740,740,1228,1245,WN,1494,N431WN,168,185,155,-17,0,LAS,HOU,1235,5,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1143,1100,1239,1155,WN,20,N611SW,56,55,44,44,43,HOU,DAL,239,2,10,0,,0,0,0,1,0,43
2008,5,7,3,1538,1535,1901,1853,CO,41,N12238,383,378,352,8,3,EWR,SFO,2565,5,26,0,,0,NA,NA,NA,NA,NA
2008,12,21,7,925,927,1134,1140,EV,5068,N971EV,69,73,50,-6,-2,JAN,ATL,341,10,9,0,,0,NA,NA,NA,NA,NA
2008,6,21,6,1544,1540,1747,1750,WN,2744,N422WN,123,130,110,-3,4,MDW,MSY,825,4,9,0,,0,NA,NA,NA,NA,NA
2008,9,18,4,1737,1740,1851,1901,DL,1145,N3742C,74,81,52,-10,-3,ATL,RDU,356,7,15,0,,0,NA,NA,NA,NA,NA
2008,5,13,2,1225,1229,1420,1431,NW,894,N3324L,115,122,82,-11,-4,JFK,DTW,508,4,29,0,,0,NA,NA,NA,NA,NA
2008,6,16,1,1524,1530,1613,1620,MQ,3736,N935AE,49,50,32,-7,-6,GRK,DFW,134,7,10,0,,0,NA,NA,NA,NA,NA
2008,5,18,7,1126,1133,1249,1257,NW,1271,N325NB,143,144,123,-8,-7,MSP,BZN,874,4,16,0,,0,NA,NA,NA,NA,NA
2008,3,1,6,1117,1119,1721,1659,UA,198,N464UA,244,220,205,22,-2,PSP,ORD,1652,10,29,0,,0,0,0,22,0,0
2008,5,1,4,1329,1255,1922,1855,UA,116,N558UA,233,240,208,27,34,LAX,ORD,1745,6,19,0,,0,0,0,0,0,27
2008,7,22,2,1650,1653,1815,1821,YV,2761,N934FJ,85,88,65,-6,-3,PHX,BUR,369,3,17,0,,0,NA,NA,NA,NA,NA
2008,8,22,5,1429,1426,1600,1604,DL,813,N957DL,91,98,75,-4,3,ATL,RSW,515,5,11,0,,0,NA,NA,NA,NA,NA
2008,9,12,5,2219,2135,2316,2240,WN,533,N333SW,57,65,47,36,44,PHX,ONT,325,4,6,0,,0,3,0,0,0,33
2008,2,29,5,1639,1620,1802,1745,WN,36,N664WN,83,85,69,17,19,DAL,MCI,461,5,9,0,,0,17,0,0,0,0
2008,5,15,4,1352,1401,1513,1531,F9,145,N805FR,141,150,122,-18,-9,IAH,DEN,861,5,14,0,,0,NA,NA,NA,NA,NA
2008,8,16,6,1012,1012,1121,1126,YV,7136,N17175,69,74,56,-5,0,ROC,IAD,289,5,8,0,,0,NA,NA,NA,NA,NA
2008,9,30,2,2010,2015,44,50,WN,451,N216WR,154,155,140,-6,-5,LAS,OMA,1099,3,11,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,2105,1935,2240,2110,WN,1425,N706SW,95,95,70,90,90,PHL,CMH,405,7,18,0,,0,0,0,0,0,90
2008,4,28,1,2357,2020,318,2339,CO,638,N14609,201,199,176,219,217,EWR,MIA,1086,10,15,0,,0,21,0,2,0,196
2008,9,29,1,1706,1715,1748,1805,MQ,3086,N317AE,42,50,26,-17,-9,SAN,LAX,109,10,6,0,,0,NA,NA,NA,NA,NA
2008,12,30,2,1254,1255,1406,1410,WN,268,N379SW,72,75,62,-4,-1,SMF,ONT,389,3,7,0,,0,NA,NA,NA,NA,NA
2008,5,2,5,1256,1030,1532,1310,WN,629,N645SW,96,100,79,142,146,JAN,MCO,587,8,9,0,,0,3,0,0,0,139
2008,9,20,6,656,704,657,716,UA,489,N379UA,61,72,47,-19,-8,CVG,ORD,264,3,11,0,,0,NA,NA,NA,NA,NA
2008,9,21,7,1226,1225,1346,1354,DL,28,N834MH,80,89,64,-8,1,MCO,ATL,403,8,8,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1001,955,1103,1100,DL,782,N905DL,122,125,91,3,6,ATL,ORD,606,10,21,0,,0,NA,NA,NA,NA,NA
2008,3,9,7,2059,1920,2336,2202,XE,2076,N17928,157,162,114,94,99,EWR,IND,644,6,37,0,,0,94,0,0,0,0
2008,2,18,1,1557,1600,1701,1710,MQ,3751,N694AE,64,70,54,-9,-3,DFW,MAF,309,1,9,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,2119,2058,2351,2320,EV,4310,N750EV,152,142,106,31,21,ATL,ALB,852,4,42,0,,0,15,6,10,0,0
2008,1,16,3,900,900,1418,1435,WN,213,N433LV,198,215,188,-17,0,ABQ,BWI,1670,3,7,0,,0,NA,NA,NA,NA,NA
2008,8,5,2,2012,2010,2129,2200,WN,1328,N446WN,77,110,60,-31,2,PHL,CMH,405,4,13,0,,0,NA,NA,NA,NA,NA
2008,5,30,5,743,745,904,925,WN,206,N461WN,81,100,73,-21,-2,DAL,STL,546,3,5,0,,0,NA,NA,NA,NA,NA
2008,7,27,7,757,800,1025,1016,FL,381,N168AT,148,136,129,9,-3,TPA,IND,838,6,13,0,,0,NA,NA,NA,NA,NA
2008,11,2,7,1938,1925,2251,2240,AA,1060,N566AA,133,135,112,11,13,STL,LGA,887,8,13,0,,0,NA,NA,NA,NA,NA
2008,10,20,1,1759,1759,1945,1934,UA,375,N326UA,166,155,132,11,0,DEN,SMF,910,5,29,0,,0,NA,NA,NA,NA,NA
2008,10,9,4,810,815,909,917,CO,7,N14242,59,62,42,-8,-5,SAT,IAH,191,7,10,0,,0,NA,NA,NA,NA,NA
2008,5,26,1,1131,1130,1240,1245,WN,1756,N453WN,69,75,59,-5,1,PVD,BWI,328,3,7,0,,0,NA,NA,NA,NA,NA
2008,7,23,3,1347,1325,1459,1450,WN,1593,N658SW,72,85,61,9,22,SMF,LAS,397,4,7,0,,0,NA,NA,NA,NA,NA
2008,5,9,5,1931,1935,2200,2200,WN,315,N281WN,269,265,260,0,-4,MDW,SAN,1728,2,7,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,1337,1340,1534,1516,NW,1454,N8960E,117,96,89,18,-3,STL,MSP,449,7,21,0,,0,0,0,18,0,0
2008,5,5,1,612,615,708,715,WN,42,N734SA,56,60,44,-7,-3,BOI,SLC,291,2,10,0,,0,NA,NA,NA,NA,NA
2008,8,14,4,1044,1045,1216,1210,WN,3598,N507SW,92,85,73,6,-1,SFO,SAN,447,3,16,0,,0,NA,NA,NA,NA,NA
2008,10,22,3,1233,1225,1431,1427,EV,5218,N936EV,118,122,97,4,8,GRR,ATL,640,8,13,0,,0,NA,NA,NA,NA,NA
2008,2,15,5,1618,1615,1752,1755,MQ,4494,N517AE,94,100,78,-3,3,BNA,ORD,409,8,8,0,,0,NA,NA,NA,NA,NA
2008,9,11,4,1116,1110,1244,1235,XE,2845,N13936,88,85,72,9,6,IAH,TUL,429,2,14,0,,0,NA,NA,NA,NA,NA
2008,10,16,4,555,600,659,655,AA,1776,N467AA,64,55,40,4,-5,OKC,DFW,175,9,15,0,,0,NA,NA,NA,NA,NA
2008,12,21,7,1106,945,1339,1219,UA,589,N850UA,153,154,133,80,81,ORD,DFW,802,8,12,0,,0,0,12,0,0,68
2008,4,6,7,2007,1900,2149,2048,CO,624,N14324,102,108,69,61,67,CLE,EWR,404,7,26,0,,0,0,0,0,0,61
2008,6,4,3,1944,1945,2036,2035,WN,3163,N439WN,172,170,159,1,-1,AUS,LAS,1090,4,9,0,,0,NA,NA,NA,NA,NA
2008,3,20,4,1123,1125,1136,1140,WN,713,N401WN,133,135,116,-4,-2,AMA,LAS,758,9,8,0,,0,NA,NA,NA,NA,NA
2008,3,7,5,NA,820,NA,1030,AA,499,,NA,190,NA,NA,NA,PBI,DFW,1103,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,1,3,4,2058,2050,2,2350,B6,566,N566JB,184,180,161,12,8,FLL,SWF,1119,5,18,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,2036,2030,2149,2155,WN,472,N750SA,73,85,63,-6,6,SMF,SAN,480,3,7,0,,0,NA,NA,NA,NA,NA
2008,10,20,1,1805,1805,2051,2104,CO,1139,N59338,226,239,194,-13,0,EWR,DFW,1372,4,28,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,1705,1709,1741,1809,NW,757,N516US,96,120,79,-28,-4,DTW,MSP,528,3,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1041,1040,1303,1255,WN,1292,N406WN,262,255,242,8,1,BHM,LAS,1618,11,9,0,,0,NA,NA,NA,NA,NA
2008,9,21,7,2215,2200,2329,2320,WN,1361,N487WN,74,80,60,9,15,SJC,SAN,417,4,10,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,816,820,1538,1553,NW,340,N359NW,262,273,237,-15,-4,SFO,DTW,2079,15,10,0,,0,NA,NA,NA,NA,NA
2008,3,2,7,1546,1535,1840,1815,OO,2914,N498CA,114,100,76,25,11,COS,MCI,538,5,33,0,,0,25,0,0,0,0
2008,5,19,1,926,902,1751,1730,UA,184,N839UA,325,328,302,21,24,SFO,PHL,2521,5,18,0,,0,11,0,0,0,10
2008,6,24,2,1530,1525,1634,1640,WN,1839,N483WN,64,75,52,-6,5,RNO,LAS,345,6,6,0,,0,NA,NA,NA,NA,NA
2008,2,20,3,816,820,958,951,UA,1580,N479UA,102,91,70,7,-4,SFO,LAS,414,9,23,0,,0,NA,NA,NA,NA,NA
2008,6,22,7,NA,1550,NA,2009,XE,2368,,NA,199,NA,NA,NA,MSY,EWR,1167,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,12,17,3,2011,2000,2116,2105,WN,2267,N360SW,125,125,115,11,11,BWI,BHM,682,2,8,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1441,1410,1619,1555,MQ,4857,N709GB,98,105,79,24,31,CMH,LGA,478,5,14,0,,0,0,0,5,0,19
2008,9,15,1,1446,1429,1643,1627,EV,4239,N751EV,117,118,103,16,17,MDT,ATL,619,5,9,0,,0,0,0,0,0,16
2008,1,4,5,NA,1930,NA,2224,YV,7333,N512MJ,NA,114,NA,NA,NA,ORD,RDU,647,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,20,7,1414,1420,1557,1610,MQ,4568,N723AE,103,110,78,-13,-6,RDU,BOS,612,3,22,0,,0,NA,NA,NA,NA,NA
2008,11,26,3,1148,1140,1307,1300,MQ,3636,N631MQ,79,80,62,7,8,LRD,DFW,394,9,8,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,909,915,1210,1231,CO,1176,N14667,121,136,100,-21,-6,ORD,EWR,719,7,14,0,,0,NA,NA,NA,NA,NA
2008,5,6,2,631,635,912,910,WN,3672,N916WN,161,155,147,2,-4,MCO,BUF,1011,3,11,0,,0,NA,NA,NA,NA,NA
2008,3,18,2,1543,1550,1757,1800,OO,2562,N471CA,74,70,52,-3,-7,MKE,CMH,331,8,14,0,,0,NA,NA,NA,NA,NA
2008,12,20,6,1503,1346,1630,1513,EV,4997,N707EV,87,87,65,77,77,ATL,SRQ,445,5,17,0,,0,16,0,0,0,61
2008,1,29,2,833,835,947,952,XE,431,N11547,74,77,61,-5,-2,SAN,MRY,376,3,10,0,,0,NA,NA,NA,NA,NA
2008,8,10,7,705,707,944,950,UA,187,N422UA,339,343,325,-6,-2,IAD,SFO,2419,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,24,4,1128,1135,1303,1338,US,1766,N445US,95,123,70,-35,-7,CLT,EWR,529,8,17,0,,0,NA,NA,NA,NA,NA
2008,10,1,3,1841,1844,1949,1950,EV,5436,N873AS,68,66,38,-1,-3,ATL,TRI,227,2,28,0,,0,NA,NA,NA,NA,NA
2008,9,2,2,1827,1832,2029,2042,FL,553,N966AT,122,130,99,-13,-5,BUF,ATL,712,15,8,0,,0,NA,NA,NA,NA,NA
2008,2,4,1,829,730,1115,1015,MQ,3900,N824AE,166,165,136,60,59,CMH,MIA,990,14,16,0,,0,59,0,1,0,0
2008,8,4,1,1801,1745,1917,1905,OO,2558,N495CA,76,80,64,12,16,OMA,MKE,426,4,8,0,,0,NA,NA,NA,NA,NA
2008,3,20,4,2146,2036,8,2301,FL,373,N980AT,142,145,115,67,70,LGA,ATL,761,7,20,0,,0,0,0,0,0,67
2008,6,23,1,933,930,1110,1105,AA,689,N544AA,157,155,137,5,3,DFW,SLC,988,3,17,0,,0,NA,NA,NA,NA,NA
2008,3,1,6,NA,610,NA,730,9E,5919,,NA,80,NA,NA,NA,MOB,MEM,317,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,7,4,5,930,930,1029,1030,WN,3983,N461WN,59,60,44,-1,0,DAL,HOU,239,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,24,7,1457,1500,1724,1730,AA,2397,N5FPAA,267,270,248,-6,-3,EWR,EGE,1725,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,15,5,2034,1905,2311,2154,B6,396,N561JB,157,169,120,77,89,MCO,LGA,950,4,33,0,,0,0,0,77,0,0
2008,12,8,1,1947,1845,2114,1951,NW,610,N310NW,87,66,49,83,62,MSP,OMA,282,5,33,0,,0,47,0,21,0,15
2008,12,6,6,955,1000,1136,1157,UA,1678,N469UA,101,117,86,-21,-5,DEN,TUS,639,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,2,6,811,815,925,930,WN,3427,N455WN,74,75,63,-5,-4,BUR,SMF,358,4,7,0,,0,NA,NA,NA,NA,NA
2008,4,17,4,1013,1020,1143,1144,XE,2933,N14543,90,84,66,-1,-7,MAF,IAH,429,13,11,0,,0,NA,NA,NA,NA,NA
2008,2,12,2,628,630,802,814,XE,2347,N15574,94,104,67,-12,-2,EWR,PIT,319,8,19,0,,0,NA,NA,NA,NA,NA
2008,6,14,6,1423,1425,1518,1535,9E,5617,87109E,55,70,37,-17,-2,MSP,BJI,199,3,15,0,,0,NA,NA,NA,NA,NA
2008,8,23,6,1757,1758,1840,1844,OO,5765,N236SW,43,46,29,-4,-1,RDM,PDX,116,2,12,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,1648,1655,1849,1900,CO,1551,N62631,121,125,86,-11,-7,CLT,EWR,529,10,25,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,1737,1615,1826,1720,AA,1990,N637AA,49,65,33,66,82,MIA,MCO,193,6,10,0,,0,39,0,0,0,27
2008,12,9,2,1519,1515,1821,1814,B6,537,N760JB,182,179,149,7,4,EWR,TPA,998,4,29,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1836,1845,2141,2147,NW,280,N762NW,125,122,90,-6,-9,MEM,DTW,610,11,24,0,,0,NA,NA,NA,NA,NA
2008,7,11,5,1151,1155,1332,1337,US,1815,N748UW,101,102,78,-5,-4,PHL,CLT,448,4,19,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,842,845,1006,1010,WN,1751,N368SW,84,85,72,-4,-3,PDX,SMF,479,4,8,0,,0,NA,NA,NA,NA,NA
2008,10,2,4,1815,1740,2105,2121,OH,6453,N538CA,230,281,207,-16,35,JFK,AUS,1522,8,15,0,,0,NA,NA,NA,NA,NA
2008,11,30,7,645,645,833,840,WN,820,N602SW,108,115,92,-7,0,SMF,SEA,605,6,10,0,,0,NA,NA,NA,NA,NA
2008,12,22,1,1150,1130,1422,1400,EV,5503,N880AS,152,150,126,22,20,HPN,ATL,780,15,11,0,,0,7,0,2,3,10
2008,2,27,3,618,620,709,720,WN,1743,N274WN,51,60,41,-11,-2,BOI,SLC,291,2,8,0,,0,NA,NA,NA,NA,NA
2008,10,16,4,1006,953,1103,1053,OO,5447,N221SW,57,60,44,10,13,SFO,FAT,158,2,11,0,,0,NA,NA,NA,NA,NA
2008,12,22,1,1151,1135,1717,1720,WN,2735,N736SA,206,225,191,-3,16,RNO,MDW,1680,6,9,0,,0,NA,NA,NA,NA,NA
2008,5,13,2,2019,2025,2157,2144,US,958,N717UW,158,139,108,13,-6,PHL,ORD,678,8,42,0,,0,NA,NA,NA,NA,NA
2008,3,17,1,1343,1340,1506,1505,WN,3517,N407WN,83,85,71,1,3,MHT,BWI,377,2,10,0,,0,NA,NA,NA,NA,NA
2008,8,2,6,1854,1858,2330,2340,US,596,N629AW,156,162,134,-10,-4,PHX,MCI,1044,6,16,0,,0,NA,NA,NA,NA,NA
2008,8,1,5,1639,1645,1947,2002,UA,1594,N478UA,128,137,107,-15,-6,ONT,DEN,819,13,8,0,,0,NA,NA,NA,NA,NA
2008,2,3,7,549,600,834,834,CO,531,N76355,225,214,197,0,-11,BWI,IAH,1235,7,21,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1146,1150,1426,1355,EV,4385,N331CA,100,65,57,31,-4,BNA,ATL,214,18,25,0,,0,0,0,31,0,0
2008,1,30,3,2112,2040,2236,2212,US,1406,N406US,84,92,46,24,32,PHL,MHT,290,4,34,0,,0,24,0,0,0,0
2008,5,14,3,1902,1857,2153,2154,AS,64,N768AS,111,117,95,-1,5,KTN,SEA,680,6,10,0,,0,NA,NA,NA,NA,NA
2008,11,22,6,1325,1330,1637,1635,AA,412,N5CEAA,252,245,230,2,-5,STT,JFK,1623,6,16,0,,0,NA,NA,NA,NA,NA
2008,10,21,2,1453,1500,2308,2317,DL,610,N615DL,315,317,290,-9,-7,LAX,JFK,2475,10,15,0,,0,NA,NA,NA,NA,NA
2008,9,2,2,1838,1830,2017,2015,B6,1259,N658JB,99,105,68,2,8,BOS,IAD,413,6,25,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,1011,1005,1155,1155,WN,461,N769SW,164,170,149,0,6,BNA,DEN,1013,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,9,6,1610,1531,1805,1740,UA,1473,N445UA,235,249,214,25,39,MCO,DEN,1545,11,10,0,,0,6,0,0,0,19
2008,6,12,4,1010,950,1121,1110,AA,1657,N3CPAA,131,140,108,11,20,ATL,DFW,732,9,14,0,,0,NA,NA,NA,NA,NA
2008,12,30,2,1633,1610,1912,1854,US,1567,N723UW,99,104,85,18,23,MSY,CLT,651,7,7,0,,0,0,0,0,0,18
2008,4,27,7,1006,1010,1146,1155,EV,4417,N741EV,100,105,71,-9,-4,ATL,CLE,554,4,25,0,,0,NA,NA,NA,NA,NA
